,real,preds
11509,i never really got into them but i like reading too. do you read?,<|endoftext|>
11510,yes! i love drama books and horror ones,Once in a while i read a book on time travel<|endoftext|>
11511,i actually prefer biographies but drama and horror sound cool,<|endoftext|>
11512,hi! how are you? do you have any hobbies?,<|endoftext|>
11513,"hi. yeah, i guess. i love going to the theater for movies.", horror shows and putting on cartoons.<|endoftext|>
11514,that is cool! do you have a favorite movie?," nice. i sew, blankets, and crochet. my family and i go to the theater for fun.<|endoftext|>"
11515,"yeah, i like love actually, i watch it with my husband."," Spirited by kyo, the walking dead. i like all kinds of movies.<|endoftext|>"
11516,cool! i like to watch tv with my cat.,<|endoftext|>
11517,"i like tv too, but my husband is always complaining i need to exercise more", do you have a favorite show?<|endoftext|>
11518,that is sad. i exercise every day. i walk 1 mile daily., haha. maybe he just needs to eat more.<|endoftext|>
11519,"oh? i hate to exercise, i would rather stay home all day, frankly.",how long have you been married?<|endoftext|>
11520,really? i like to exercise but sometimes i just stay home and sew.,i love to sew and crochet. blankets are my thing.<|endoftext|>
11521,"huh, what sorts of things do you sew?",<|endoftext|>
11522,i like to sew quilts! i give them away as gifts to family members.," things like sweaters, blankets, hats, scarves. even baby blankets.<|endoftext|>"
11523,"huh, maybe i should commission one to give to my husband for his birthday.","oh, i see. do you make your own clothes?<|endoftext|>"
11524,you should! do you and your husband like to do hobbies together?,aha. do you have any pets?<|endoftext|>
11525,"not really, my husband is really into fitness, but i would rather bake cookies all day.","oh, we definitely do. we love making scary movies.<|endoftext|>"
11526,"hey, do you want to see a photo of my fur babies?",<|endoftext|>
11527,are they horses? i love horses.,"sure, but only if you let me hold them.<|endoftext|>"
11528,"nah, doggies and kitties. how about some photos of my grandbabies?","They're mostly chicken wings, as well as some pork skins.<|endoftext|>"
11529,"that would be great, how many do you have?","rones, chickens, pigs, cows, pigs, and more farm animals. i could go on and on.<|endoftext|>"
11530,i have six. they are all old now. they give me money though.,150. i'm a pretty big family.<|endoftext|>
11531,"that is wonderful, what do you like to do in your spare time?",how many grandchildren do you have?<|endoftext|>
11532,"i ride my bike a lot, when i am not working.","i run, hike, surf, play sports, play with my horses. i even take them to the beach.<|endoftext|>"
11533,i like to put on so old john denver and workout myself.,"i race on the track, and sometimes i train animals.<|endoftext|>"
11534,that is really cool. are you married?, john denver is great. i own a lot of pets. probably more than you.<|endoftext|>
11535,"yes, she is great, we love to cook from our garden together.","nope, just live with my dogs.<|endoftext|>"
11536,oh. i wanted you to marry me.,what is your favorite dish?<|endoftext|>
11537,"sorry, taken. i am flattered. i am sure you will find someone great.","i am pretty sure i'll, but it won't be a fairytale.<|endoftext|>"
11538,that is not really good enough for me.,i'm very athletic. i will be sure of it.<|endoftext|>
11539,well i am sorry to gear that. have a nice day.,"Fine, i will just go back to being a dog lover.<|endoftext|>"
11540,hey there. how is it going?,<|endoftext|>
11541,not bad. currently writing my third novel. all about romance.,hi. going good. just word shopping. what are you up to?<|endoftext|>
11542,how long have you been writing for?,aaaaah!!! i'm recovering from a surgery and am still recovering from it.<|endoftext|>
11543,over 20 years. living far away on an island helps me gather thoughts.,3 years. been writing for about 5 years.<|endoftext|>
11544,"i did not graduate from high school, so writing novels seems like a great achievement!","ah, a novel? what is it about?<|endoftext|>"
11545,"well, i keep to myself alot. not very social. wish i was more outgoing."," right? i'm shy, so i just like to express myself through my writing.<|endoftext|>"
11546,my two dogs are my best friends. do you have any pets?, i'm pretty busy too. recovering from a surgery.<|endoftext|>
11547,one dog and two cats. great companions. any children?,i have a cat named courtney.<|endoftext|>
11548,i have one son and one daughter. how about you?,"no kids, but i do have a big dobermans.<|endoftext|>"
11549,"nope, just the pets. i had a hard time finding someone.", two dogs. two cats. and a cat. alright. three kids. but i'm the oldest.<|endoftext|>
11550,did you stop looking?,what happened to your parents?<|endoftext|>
11551,sort of. i am very content but sometimes i get lonely.,"... settling down, getting older, and not looking for anyone in particular.<|endoftext|>"
11552,maybe you could reach out a bit and find a group with a similar hobby?,do you have hobbies?<|endoftext|>
11553,i could. are you married?,<|endoftext|>
11554,i am not married. are you male or female?, not at the moment.<|endoftext|>
11555,female. trying to think of a new story to write. any ideas?,endered?<|endoftext|>
11556,i do not see the point in a drivers license in ny, he's a great grandfather.<|endoftext|>
11557,oh really are you from there?,Unless you are a hip hop artist.<|endoftext|>
11558,"i live there now, currently watching the office",Used to be but now too many people are too obese and unhealthy.<|endoftext|>
11559,"that is amazing, i spend my time working out and listening to rap. how about you?", office is a good show. just don't drive while driving. ever.<|endoftext|>
11560,at church reading the torah,head over to the beach. i love the subway.<|endoftext|>
11561,that sounds nice. do you have any family?,"Raw fish, with rice, is my favorite.<|endoftext|>"
11562,"yes in fact i do, but t they hide the sweets from me","my dad is a rabbi, i am following in his footsteps.<|endoftext|>"
11563,"that must be rough, i have a brother and a father",Raw fish with rice is my favorite<|endoftext|>
11564,nice! do you go to church with them?,stephen colbert is my idol.<|endoftext|>
11565,"i do go to church, we go out for vegan sushi afterwards!","nah, just my family. i do enjoy hip hop though<|endoftext|>"
11566,sounds delicious! i am fond of eel myself," that is great, i wish i could eat sushi<|endoftext|>"
11567,do you enjoy rap music? it is my favorite?,"Raw fish, with rice, is the best<|endoftext|>"
11568,"i love the stuff, matisyahu is my favorite rapper",do you have any hobbies?<|endoftext|>
11569,"that is excellent, eminem is my favorite.",<|endoftext|>
11570,"hi, how are you? what are your hopes and dreams?",<|endoftext|>
11571,"hi. well, i hope i can do more camping and hiking. you?","hey, i'm doing well. hope you are the same. i'm sad that my dad doesn't work anymore.<|endoftext|>"
11572,i am a single lady in a new york apartment.,i'd love to own a restaurant one day.<|endoftext|>
11573,i am a single guy in florida.,", cool. i love the outdoors. i want to work more, but my dream is to have a sound system in my ride.<|endoftext|>"
11574,"i am more into books, movies and cooking. i would love to be a chef.", how do you feel about dating?<|endoftext|>
11575,"my father, who is retired and i grill steaks and burgers on the weekends.", my dream is to be a chef. my dad is no longer employed.<|endoftext|>
11576,yum! i love any food off of the grill!, what kind of books do you like?<|endoftext|>
11577,me too. my mother is in healthcare so she does not wnt to cook on the weekends., protein is my favorite.<|endoftext|>
11578,how old are you? i am 32.,<|endoftext|>
11579,i am 49 at the end of this month.,42. i spend my spare time outdoors.<|endoftext|>
11580,i am a hopeless romantic and i want to change careers.,<|endoftext|>
11581,that sounds good. what career do you want to get into?,what kind of career?<|endoftext|>
11582,i would love to become a chef., vet tech.<|endoftext|>
11583,make it happen! no time like the present!,<|endoftext|>
11584,hi there. i am lucy. what is your name?,<|endoftext|>
11585,my name is jason. how are you?, her name is mike. i am a fiction writer. what do you do?<|endoftext|>
11586,i am doing well. i just got off work i am a secretary at my office.,i am great. thanks. i am working on a new project with my boss. it is a business.<|endoftext|>
11587,"oh i see. i am a single female, 32, i do the same job.", what do you do for a living?<|endoftext|>
11588,i am single too. i graduated college a year ago. i played soccer there., what kind of office?<|endoftext|>
11589,"what position? i played soccer in high school, i want to cook for a living",i wish i could get a job. i want to own a restaurant.<|endoftext|>
11590,i was a goalie. they were strict about our diet. it sucked because i love candy.,"backs up, i was a basketball player. now i work as a chef.<|endoftext|>"
11591,ah. i like candy too. a lot.,what kind of food did you like?<|endoftext|>
